Kudos Date,Kudos Type,Parent ID
"21 Jan 2017, 10:47:48",Activity,838862361
"24 Jan 2017, 09:53:11",Activity,842271701
"25 Jan 2017, 13:25:11",Activity,842883023
"25 Jan 2017, 21:27:18",Activity,843983022
"26 Jan 2017, 10:02:21",Activity,844359700
"26 Jan 2017, 17:35:19",Activity,845044482
"30 Jan 2017, 09:39:46",Activity,848731704
"31 Jan 2017, 10:19:03",Activity,849624687
"2 Feb 2017, 10:46:21",Activity,852302291
"4 Feb 2017, 11:42:15",Activity,854552653
"4 Feb 2017, 11:44:08",Activity,854569024
"4 Feb 2017, 13:14:03",Activity,854717337
"6 Feb 2017, 10:34:04",Activity,856103013
"8 Feb 2017, 14:25:37",Activity,859368859
"13 Feb 2017, 12:06:36",Activity,864857289
"14 Feb 2017, 14:55:42",Activity,866070359
"17 Feb 2017, 10:07:38",Activity,869277220
"18 Feb 2017, 20:02:51",Activity,870481976
"19 Feb 2017, 23:14:49",Activity,872456122
"22 Feb 2017, 19:37:48",Activity,875930519
"26 Feb 2017, 20:47:59",Activity,880510029
"26 Feb 2017, 20:48:11",Activity,879379476
"27 Feb 2017, 10:29:49",Activity,880384996
"1 Mar 2017, 09:43:54",Activity,883374954
"2 Mar 2017, 10:15:13",Activity,883943697
"2 Mar 2017, 10:15:13",Activity,884263247
"2 Mar 2017, 16:24:14",Activity,885062515
"2 Mar 2017, 19:58:00",Activity,885299885
"2 Mar 2017, 20:01:37",Activity,884852621
"8 Mar 2017, 16:42:43",Activity,892193272
"8 Mar 2017, 16:42:51",Activity,892156449
"11 Mar 2017, 10:15:54",Activity,895418641
"12 Mar 2017, 16:11:20",Activity,897391707
"12 Mar 2017, 16:11:34",Activity,897595933
"12 Mar 2017, 16:12:08",Activity,897292616
"14 Mar 2017, 17:36:21",Activity,899855226
"16 Mar 2017, 10:38:03",Activity,901937969
"16 Mar 2017, 14:55:22",Activity,902412469
"18 Mar 2017, 15:04:26",Activity,904670874
"18 Mar 2017, 19:53:58",Activity,905245154
"19 Mar 2017, 09:40:59",Activity,905184285
"19 Mar 2017, 14:55:29",Activity,906124581
"20 Mar 2017, 09:36:01",Activity,906756969
"20 Mar 2017, 09:36:44",Activity,906657843
"20 Mar 2017, 09:36:46",Activity,906625039
"20 Mar 2017, 09:37:00",Activity,906756921
"20 Mar 2017, 21:55:31",Activity,907932978
"20 Mar 2017, 21:55:39",Activity,907589555
"21 Mar 2017, 20:40:49",Activity,909020232
"21 Mar 2017, 21:22:28",Activity,909085025
"23 Mar 2017, 09:14:28",Activity,909876533
"23 Mar 2017, 09:29:41",Activity,910987085
"26 Mar 2017, 16:22:31",Activity,914259189
"26 Mar 2017, 16:22:53",Activity,914114482
"26 Mar 2017, 16:23:46",Activity,913315486
"26 Mar 2017, 16:24:04",Activity,912555031
"28 Mar 2017, 20:29:45",Activity,918547539
"29 Mar 2017, 16:28:40",Activity,919019147
"30 Mar 2017, 18:48:00",Activity,920522921
"2 Apr 2017, 17:27:54",Activity,925318527
"2 Apr 2017, 17:28:12",Activity,924721454
"3 Apr 2017, 18:43:40",Activity,924966797
"4 Apr 2017, 19:07:00",Activity,928159851
"9 Apr 2017, 06:40:38",Activity,933453331
